Geneid	Length	1kcell	dome1	dome2
ENSDARG00000054963	1797	54	20	32
ENSDARG00000054950	1884	2	7	4
ENSDARG00000108155	918	0	0	0
ENSDARG00000096287	1865	0	0	0
ENSDARG00000054942	2446	2	0	3
ENSDARG00000088711	879	0	0	0
ENSDARG00000070522	7721	30	24	42
ENSDARG00000083676	128	0	0	0
ENSDARG00000108752	117	0	0	0
ENSDARG00000006468	1829	2	2	0
ENSDARG00000038012	1968	44	32	37
ENSDARG00000038011	2050	0	0	0
ENSDARG00000038010	1856	76	86	138
ENSDARG00000085140	122	0	0	0
ENSDARG00000014477	1563	1	0	0
ENSDARG00000021257	3792	88	152	310
ENSDARG00000103130	2389	0	2	0
ENSDARG00000009885	2627	7	0	1
ENSDARG00000038009	1673	0	0	0
ENSDARG00000073718	3026	37	4	24
ENSDARG00000096250	439	2	0	0
ENSDARG00000097358	1236	0	0	0
ENSDARG00000032565	2994	0	0	0
ENSDARG00000106236	117	0	0	0
ENSDARG00000097948	1133	2	4	6
ENSDARG00000003599	1695	336	670	1306
ENSDARG00000083593	137	0	1	4
ENSDARG00000083950	98	0	0	3
ENSDARG00000007449	2223	74	43	74
ENSDARG00000015128	1743	100	229	356
ENSDARG00000091962	2717	50	4	18
ENSDARG00000004954	4227	8	6	24
ENSDARG00000054833	2257	180	80	156
ENSDARG00000097308	216	0	0	0
ENSDARG00000075643	2085	4	4	6
ENSDARG00000054849	3484	223	172	311
ENSDARG00000054842	2632	4	49	73
ENSDARG00000086571	871	0	0	0
ENSDARG00000097575	881	2	0	0
ENSDARG00000077053	4914	8	0	0
ENSDARG00000019741	1373	0	0	0
ENSDARG00000005927	2438	82	20	76
ENSDARG00000074667	2379	250	310	606
ENSDARG00000070484	1746	0	0	0
ENSDARG00000054793	1286	34	28	52
ENSDARG00000087732	298	0	2	0
ENSDARG00000030157	3949	0	2	2
ENSDARG00000096295	493	5	2	3
ENSDARG00000096420	642	0	0	0
ENSDARG00000004597	4528	0	0	0
ENSDARG00000038005	3345	176	243	576
ENSDARG00000070465	2987	0	0	0
ENSDARG00000075830	3011	0	2	14
ENSDARG00000054645	2429	0	0	0
ENSDARG00000097595	375	0	1	2
ENSDARG00000080424	90	0	0	0
ENSDARG00000060539	2865	0	0	0
ENSDARG00000080934	118	0	0	0
ENSDARG00000075461	6627	601	171	258
ENSDARG00000003486	4544	772	829	1488
ENSDARG00000054616	1793	0	0	0
ENSDARG00000054610	1813	11	28	69
ENSDARG00000076960	1114	5	3	7
ENSDARG00000060662	1807	0	0	0
ENSDARG00000030394	2175	0	0	2
ENSDARG00000091783	933	0	0	0
ENSDARG00000054588	714	0	0	0
ENSDARG00000078083	6082	255	34	51
ENSDARG00000096714	1041	24	20	56
ENSDARG00000097740	2466	23	14	26
ENSDARG00000097471	321	0	0	0
ENSDARG00000037980	1852	299	381	429
ENSDARG00000070458	1805	95	15	56
ENSDARG00000088084	1595	20	4	6
ENSDARG00000096689	2455	28	230	294
ENSDARG00000096792	3588	0	0	2
ENSDARG00000054578	1880	74	68	76
ENSDARG00000054570	12277	74	189	365
ENSDARG00000037978	3823	7	0	0
ENSDARG00000060741	4075	6	2	12
ENSDARG00000054688	1398	0	0	2
ENSDARG00000090900	1639	0	0	0
ENSDARG00000106212	808	0	0	0
ENSDARG00000105252	1705	16	6	0
ENSDARG00000028521	897	0	0	0
ENSDARG00000106688	1014	0	0	0
ENSDARG00000054446	2796	199	316	306
ENSDARG00000090664	3868	84	8	10
ENSDARG00000054438	2440	0	2	6
ENSDARG00000075164	6152	106	138	203
ENSDARG00000054362	2461	218	148	232
ENSDARG00000054355	2877	248	236	480
ENSDARG00000001803	6473	0	2	0
ENSDARG00000106875	117	0	0	0
ENSDARG00000025301	2651	0	0	0
ENSDARG00000060348	7757	110	12	30
ENSDARG00000078092	866	133	52	130
ENSDARG00000016908	1370	66	52	112
ENSDARG00000037928	4032	262	341	546
ENSDARG00000037929	2305	86	102	152
ENSDARG00000037930	1454	24	63	108
ENSDARG00000077126	2705	596	1358	2196
ENSDARG00000037932	1589	0	0	2
ENSDARG00000076745	1118	0	0	0
ENSDARG00000055855	2500	0	0	0
ENSDARG00000089995	953	0	0	0
ENSDARG00000030881	1271	10	0	8
ENSDARG00000037935	2850	96	22	82
ENSDARG00000031776	1493	244	699	999
ENSDARG00000076221	889	10	0	0
ENSDARG00000077360	888	2	1	0
ENSDARG00000094210	3095	11	13	13
ENSDARG00000073936	787	0	0	0
ENSDARG00000037941	1834	0	0	0
ENSDARG00000037954	1986	0	0	0
ENSDARG00000037955	2210	14	14	29
ENSDARG00000097646	834	0	0	0
ENSDARG00000037943	6553	46	30	38
ENSDARG00000077545	5768	0	2	4
ENSDARG00000096849	815	120	90	166
ENSDARG00000037946	1399	4	0	0
ENSDARG00000070406	540	0	0	0
ENSDARG00000010246	2442	1288	1817	2625
ENSDARG00000054320	5804	374	155	310
ENSDARG00000094836	2039	40	6	20
ENSDARG00000006553	2802	454	377	574
ENSDARG00000087193	1669	169	42	122
ENSDARG00000075849	9247	10	24	14
ENSDARG00000017579	5091	0	2	0
ENSDARG00000096862	576	0	0	0
ENSDARG00000054010	5783	923	936	1432
ENSDARG00000059993	4659	0	4	4
ENSDARG00000096257	3445	0	0	0
ENSDARG00000037958	3006	90	140	185
ENSDARG00000037961	2147	55	39	32
ENSDARG00000053364	1933	0	2	2
ENSDARG00000096315	1009	0	0	0
ENSDARG00000081593	63	0	0	0
ENSDARG00000090625	1706	116	133	204
ENSDARG00000070391	1642	2	0	0
ENSDARG00000004459	1254	0	0	0
ENSDARG00000096331	2336	0	0	0
ENSDARG00000088283	2779	0	0	0
ENSDARG00000077290	1773	0	0	0
ENSDARG00000037965	4519	684	640	922
ENSDARG00000037966	1575	94	62	123
ENSDARG00000037967	3232	140	16	34
ENSDARG00000027182	1817	106	66	128
ENSDARG00000027187	2287	138	126	218
ENSDARG00000027196	2694	0	0	4
ENSDARG00000037968	2826	50	30	81
ENSDARG00000060030	9258	690	334	612
ENSDARG00000036966	4638	254	14	24
ENSDARG00000078604	5686	126	34	54
ENSDARG00000053254	1529	0	0	0
ENSDARG00000053257	1269	20	6	8
ENSDARG00000027357	1888	388	447	608
ENSDARG00000089232	4462	154	40	55
ENSDARG00000098191	1239	0	4	6
ENSDARG00000059919	2147	17	10	41
ENSDARG00000053260	1813	32	14	21
ENSDARG00000070371	3370	30	16	22
ENSDARG00000014967	1169	0	0	0
ENSDARG00000014646	3152	6	59	68
ENSDARG00000078772	4525	154	112	238
ENSDARG00000025608	1488	2	0	0
ENSDARG00000093405	3671	6	10	23
ENSDARG00000070368	1806	0	0	0
ENSDARG00000101017	3305	0	0	0
ENSDARG00000107605	1666	0	0	0
ENSDARG00000106428	418	0	0	0
ENSDARG00000097431	1080	0	0	0
ENSDARG00000034893	4307	373	217	325
ENSDARG00000101409	754	0	0	0
ENSDARG00000078674	800	0	0	0
ENSDARG00000053449	763	0	2	0
ENSDARG00000098119	186	0	0	0
ENSDARG00000053453	6150	35	20	32
ENSDARG00000103039	311	0	0	0
ENSDARG00000104213	1801	0	0	0
ENSDARG00000060072	2472	0	0	0
ENSDARG00000082395	123	0	0	0
ENSDARG00000053455	2291	2	0	14
ENSDARG00000053457	1622	158	244	452
ENSDARG00000080533	137	0	0	0
ENSDARG00000081050	137	0	0	1
ENSDARG00000053460	3026	0	0	0
ENSDARG00000053467	3258	549	255	395
ENSDARG00000085621	120	0	0	0
ENSDARG00000019038	3576	151	48	98
ENSDARG00000096325	352	0	0	0
ENSDARG00000099164	6347	532	570	928
ENSDARG00000099195	966	0	8	41
ENSDARG00000037905	11056	20	10	16
ENSDARG00000037906	1286	16	8	12
ENSDARG00000032129	3212	330	238	409
ENSDARG00000084425	120	0	0	0
ENSDARG00000096248	5297	0	0	0
ENSDARG00000096355	3605	0	0	0
ENSDARG00000096330	53	0	0	0
ENSDARG00000096294	51	0	0	0
ENSDARG00000096366	54	0	0	0
ENSDARG00000096254	51	0	0	0
ENSDARG00000096321	51	0	0	0
ENSDARG00000096284	14	0	0	0
ENSDARG00000096396	11	0	0	0
ENSDARG00000096390	11	0	0	0
ENSDARG00000096385	12	0	0	0
ENSDARG00000096285	11	0	0	0
ENSDARG00000096280	1676	0	0	0
ENSDARG00000096292	46	0	0	0
ENSDARG00000096351	45	0	0	0
ENSDARG00000096344	16	0	0	0
ENSDARG00000096236	10	0	0	0
ENSDARG00000093274	39	0	0	0
ENSDARG00000096301	337	0	0	0
ENSDARG00000093446	359	0	0	0
ENSDARG00000096418	374	0	0	0
ENSDARG00000096243	343	0	0	0
ENSDARG00000096376	390	0	0	0
ENSDARG00000096372	344	0	0	0
ENSDARG00000096408	361	0	0	0
ENSDARG00000093692	358	0	0	0
ENSDARG00000096291	346	0	0	0
ENSDARG00000092053	319	0	0	0
ENSDARG00000096386	350	0	0	0
ENSDARG00000096392	349	0	0	0
ENSDARG00000093086	343	0	0	0
ENSDARG00000092437	355	0	0	0
ENSDARG00000096357	352	0	0	0
ENSDARG00000096395	362	0	0	0
ENSDARG00000096350	384	0	0	0
ENSDARG00000096424	393	0	0	0
ENSDARG00000094596	39	0	0	0
ENSDARG00000096387	382	0	0	0
ENSDARG00000096406	410	0	0	0
ENSDARG00000092540	900	0	0	0
ENSDARG00000096353	346	0	0	0
ENSDARG00000096316	355	0	0	0
ENSDARG00000096430	346	0	0	0
ENSDARG00000096296	349	0	0	0
ENSDARG00000096340	352	0	0	0
ENSDARG00000096255	349	0	0	0
ENSDARG00000096303	352	0	0	0
ENSDARG00000096241	343	0	0	0
ENSDARG00000092135	534	0	0	0
ENSDARG00000096318	369	0	0	0
ENSDARG00000096244	343	0	0	0
ENSDARG00000096326	395	0	0	0
ENSDARG00000095205	340	0	0	0
ENSDARG00000096289	371	0	0	0
ENSDARG00000096342	367	0	0	0
ENSDARG00000096268	358	0	0	0
ENSDARG00000095516	57	0	0	0
ENSDARG00000096333	380	0	0	0
ENSDARG00000096308	372	0	0	0
ENSDARG00000096345	367	0	0	0
ENSDARG00000096388	376	0	0	0
ENSDARG00000096276	343	0	0	0
ENSDARG00000096267	369	0	0	0
ENSDARG00000094241	336	0	0	0
ENSDARG00000096337	343	0	0	0
ENSDARG00000096394	772	0	0	0
ENSDARG00000092616	495	0	0	0
ENSDARG00000096275	349	0	0	0
ENSDARG00000096259	358	0	0	0
ENSDARG00000079353	3196	0	0	0
ENSDARG00000013839	2022	96	96	145
ENSDARG00000020679	5549	110	58	96
ENSDARG00000094695	3053	0	0	0
ENSDARG00000018698	3334	368	399	763
ENSDARG00000082930	198	0	0	0
ENSDARG00000021399	1724	36	8	10
ENSDARG00000037909	1120	66	52	67
ENSDARG00000082192	78	0	0	0
ENSDARG00000024708	1446	0	0	9
ENSDARG00000015538	2141	322	363	619
ENSDARG00000076847	12420	40	12	24
ENSDARG00000080738	118	0	0	0
ENSDARG00000020235	4178	614	273	540
ENSDARG00000037913	901	8	0	6
ENSDARG00000076437	1539	82	6	23
ENSDARG00000096234	503	0	0	0
ENSDARG00000107061	820	0	0	0
ENSDARG00000037914	3359	0	0	2
ENSDARG00000104866	1519	0	0	0
ENSDARG00000011956	1195	0	0	0
ENSDARG00000060130	648	0	0	0
ENSDARG00000000151	3048	54	0	20
ENSDARG00000007654	3479	0	0	0
ENSDARG00000095967	819	0	0	0
ENSDARG00000060150	4196	310	174	362
ENSDARG00000037916	994	0	28	58
ENSDARG00000037917	4156	19	14	28
ENSDARG00000100888	120	0	0	0
ENSDARG00000009568	2027	0	0	0
ENSDARG00000096377	397	0	0	0
ENSDARG00000016871	2109	752	949	1631
ENSDARG00000022254	4340	141	45	140
ENSDARG00000076401	4350	16	6	2
ENSDARG00000037919	8239	612	490	730
ENSDARG00000108159	162	0	0	0
ENSDARG00000107881	525	2	0	0
ENSDARG00000079688	10619	920	358	576
ENSDARG00000014915	1537	16	29	34
ENSDARG00000060192	1714	30	4	19
ENSDARG00000003573	1028	46	20	18
ENSDARG00000037921	1663	0	0	0
ENSDARG00000060207	3744	309	146	202
ENSDARG00000046107	16048	0	2	2
ENSDARG00000108644	73	0	0	0
ENSDARG00000070261	3292	185	142	348
ENSDARG00000070256	4728	614	247	451
ENSDARG00000098319	99	0	0	0
ENSDARG00000098708	98	0	0	0
ENSDARG00000090170	2589	0	0	0
ENSDARG00000040070	2109	280	48	76
ENSDARG00000040072	1652	122	93	190
ENSDARG00000010035	2309	19	28	62
ENSDARG00000028583	4109	2	0	4
ENSDARG00000008370	4956	282	303	493
ENSDARG00000089260	2730	190	184	270
ENSDARG00000040650	6152	249	157	245
ENSDARG00000090062	1849	0	0	0
ENSDARG00000076128	3964	268	286	500
ENSDARG00000090369	2036	0	2	2
ENSDARG00000040657	2458	2	0	14
ENSDARG00000060246	4909	2	2	5
ENSDARG00000037924	1574	222	221	403
ENSDARG00000037925	1889	0	0	0
ENSDARG00000105131	5893	109	54	104
ENSDARG00000105068	1063	0	0	0
ENSDARG00000104413	2542	314	40	40
ENSDARG00000099213	3433	204	504	740
ENSDARG00000101043	6052	140	210	300
ENSDARG00000103743	6315	2	2	10
ENSDARG00000102997	2527	128	72	182
ENSDARG00000099877	832	0	0	0
ENSDARG00000104457	1666	0	0	0
ENSDARG00000101886	4210	452	166	238
ENSDARG00000098627	2610	1098	1477	2403
ENSDARG00000103902	2811	348	138	157
ENSDARG00000100972	6347	0	0	0
ENSDARG00000104719	6432	64	14	30
ENSDARG00000105403	3758	2	0	2
ENSDARG00000094901	6363	0	0	4
ENSDARG00000106657	117	0	0	0
ENSDARG00000037895	2104	0	0	2
ENSDARG00000037894	4746	0	0	2
ENSDARG00000098006	895	0	0	0
ENSDARG00000074524	4236	0	0	0
ENSDARG00000099290	123	0	0	0
ENSDARG00000015610	2621	140	154	198
ENSDARG00000070174	6283	64	22	54
ENSDARG00000107560	116	0	0	0
ENSDARG00000059804	5641	232	168	318
ENSDARG00000037892	961	62	50	58
ENSDARG00000037891	2224	64	18	58
ENSDARG00000055713	6580	0	26	34
ENSDARG00000059773	9398	2	0	0
ENSDARG00000014763	2857	304	564	874
ENSDARG00000037889	1953	0	0	0
ENSDARG00000106647	951	0	0	0
ENSDARG00000107145	832	0	0	0
ENSDARG00000108167	563	0	0	0
ENSDARG00000098000	1509	0	0	0
ENSDARG00000053070	1483	143	58	108
ENSDARG00000059768	7867	94	100	184
ENSDARG00000074060	3321	2	8	32
ENSDARG00000108914	364	0	0	0
ENSDARG00000096233	1475	0	0	2
ENSDARG00000089129	2046	0	0	0
ENSDARG00000020623	2061	96	86	139
ENSDARG00000053058	927	207	439	678
ENSDARG00000083504	85	0	0	0
ENSDARG00000082213	87	0	1	0
ENSDARG00000080422	85	0	0	0
ENSDARG00000080207	85	0	0	0
ENSDARG00000096229	2243	236	101	188
ENSDARG00000006849	3215	10	5	6
ENSDARG00000103289	606	0	0	0
ENSDARG00000097966	1827	0	0	0
ENSDARG00000089021	1560	0	0	0
ENSDARG00000015184	4845	0	0	0
ENSDARG00000091834	5866	2	0	4
ENSDARG00000000567	5603	6	174	305
ENSDARG00000059747	2024	0	0	0
ENSDARG00000094994	2303	0	0	0
ENSDARG00000106948	222	0	0	0
ENSDARG00000107042	124	0	0	0
ENSDARG00000059743	1695	0	0	0
ENSDARG00000017036	5256	0	2	6
ENSDARG00000030163	939	0	0	2
ENSDARG00000018600	2523	102	72	124
ENSDARG00000107078	117	0	0	0
ENSDARG00000070140	2416	2	0	0
ENSDARG00000089377	1603	0	0	0
ENSDARG00000052966	3012	185	285	412
ENSDARG00000097166	690	0	0	0
ENSDARG00000052957	6741	60	38	48
ENSDARG00000052950	9324	16	18	32
ENSDARG00000097747	596	0	0	0
ENSDARG00000004748	4259	0	8	22
ENSDARG00000052905	2123	0	0	0
ENSDARG00000097765	1935	16	10	16
ENSDARG00000011665	1871	319	427	801
ENSDARG00000037865	1873	62	19	28
ENSDARG00000019326	2555	314	60	108
ENSDARG00000090340	5242	4	2	16
ENSDARG00000097190	673	2	0	0
ENSDARG00000005414	1419	0	2	0
ENSDARG00000081971	118	0	0	0
ENSDARG00000008377	6767	40	170	280
ENSDARG00000011727	1581	10	2	6
ENSDARG00000060496	9667	24	14	12
ENSDARG00000083829	138	0	0	0
ENSDARG00000097913	606	0	0	0
ENSDARG00000105896	117	0	0	0
ENSDARG00000074703	1666	30	12	10
ENSDARG00000009693	6438	876	276	494
ENSDARG00000075292	12857	8	4	4
ENSDARG00000106997	117	0	0	0
ENSDARG00000006642	2163	149	108	205
ENSDARG00000070061	1564	66	34	38
ENSDARG00000014871	2817	0	0	0
ENSDARG00000014945	3482	343	243	496
ENSDARG00000059701	5403	606	545	728
ENSDARG00000052827	3526	130	22	40
ENSDARG00000052818	2605	136	47	78
ENSDARG00000052816	1898	58	142	234
ENSDARG00000002967	1421	119	38	97
ENSDARG00000017084	1185	147	210	420
ENSDARG00000020217	1874	130	120	220
ENSDARG00000037867	997	8	4	22
ENSDARG00000059690	3632	10	0	4
ENSDARG00000106239	407	0	0	0
ENSDARG00000097119	1074	0	0	0
ENSDARG00000077052	13697	682	220	453
ENSDARG00000037870	2167	2880	4962	9114
ENSDARG00000059680	3077	358	876	1637
ENSDARG00000087893	5764	390	208	365
ENSDARG00000096870	1071	0	0	0
ENSDARG00000016086	4409	384	100	174
ENSDARG00000097780	1312	0	0	0
ENSDARG00000008383	1687	274	236	344
ENSDARG00000027063	1702	0	0	4
ENSDARG00000037871	1728	165	176	283
ENSDARG00000087446	2260	0	0	0
ENSDARG00000078111	2439	45	4	12
ENSDARG00000037872	3200	294	212	400
ENSDARG00000070021	2419	0	0	0
ENSDARG00000037873	2227	2	6	8
ENSDARG00000037874	1694	0	0	4
ENSDARG00000015575	2217	68	20	34
ENSDARG00000078866	7683	2	0	0
ENSDARG00000100059	122	0	0	0
ENSDARG00000105854	117	0	0	0
ENSDARG00000097269	527	0	0	8
ENSDARG00000052741	4565	30	10	12
ENSDARG00000025826	4379	0	2	0
ENSDARG00000059654	2663	282	566	879
ENSDARG00000028786	1730	30	4	12
ENSDARG00000052736	1041	0	0	0
ENSDARG00000033382	665	0	0	0
ENSDARG00000037879	3099	6	204	356
ENSDARG00000034473	9083	82	99	145
ENSDARG00000074842	3374	24	38	21
ENSDARG00000030573	1264	18	29	40
ENSDARG00000075368	1255	0	0	6
ENSDARG00000097799	906	10	2	4
ENSDARG00000097321	769	0	0	0
ENSDARG00000097382	1037	0	0	0
ENSDARG00000097777	242	0	0	0
ENSDARG00000097610	749	0	0	0
ENSDARG00000098391	815	28	6	8
ENSDARG00000104538	2965	212	28	79
ENSDARG00000100947	1345	2	5	2
ENSDARG00000100419	6866	238	264	622
ENSDARG00000104199	1107	58	26	54
ENSDARG00000102366	3808	554	322	538
ENSDARG00000109142	1401	0	0	0
ENSDARG00000108280	1103	0	0	0
ENSDARG00000102976	1923	10	0	6
ENSDARG00000103511	1651	149	70	114
ENSDARG00000105113	2037	0	0	0
ENSDARG00000102964	4848	654	349	587
ENSDARG00000102711	3751	0	8	4
ENSDARG00000108986	513	0	0	0
ENSDARG00000099842	1140	0	0	0
ENSDARG00000104984	85	0	0	0
ENSDARG00000098065	89	0	0	0
ENSDARG00000099344	1325	0	0	0
ENSDARG00000102195	3998	760	681	993
ENSDARG00000099888	1232	14	2	2
ENSDARG00000103483	2374	16	18	26
ENSDARG00000103137	2164	30	40	54
ENSDARG00000098949	5715	4	2	2
ENSDARG00000099750	833	0	0	0
ENSDARG00000098491	901	0	0	0
ENSDARG00000102827	1957	147	171	260
ENSDARG00000104568	1873	10	4	11
ENSDARG00000102583	5029	10	4	13
ENSDARG00000098780	1584	66	38	98
ENSDARG00000102512	1737	28	6	18
ENSDARG00000104027	2705	0	0	0
ENSDARG00000098208	1387	10	17	22
ENSDARG00000098749	4795	27	20	54
ENSDARG00000102267	2480	0	2	6
ENSDARG00000102510	1682	0	2	6
ENSDARG00000101914	1691	166	126	336
ENSDARG00000098355	723	4	2	6
ENSDARG00000102668	2301	0	0	0
ENSDARG00000104225	3598	384	120	177
ENSDARG00000098547	935	0	2	0
ENSDARG00000102424	5336	10	6	6
ENSDARG00000099149	1577	2	2	4
ENSDARG00000099940	1827	0	0	0
ENSDARG00000100250	1861	0	0	0
ENSDARG00000095258	572	0	0	0
ENSDARG00000106761	1298	0	0	0
ENSDARG00000099754	1846	0	0	0
ENSDARG00000099873	977	0	0	0
ENSDARG00000101749	2025	0	0	0
ENSDARG00000099176	936	0	0	0
ENSDARG00000104829	1087	4	14	14
ENSDARG00000085569	118	0	0	0
ENSDARG00000102720	1234	0	0	0
ENSDARG00000101264	2562	0	0	0
ENSDARG00000104483	1296	17	20	42
ENSDARG00000099615	137	0	0	0
ENSDARG00000099383	1631	86	8	16
ENSDARG00000102946	718	0	2	2
ENSDARG00000101585	1783	0	0	0
ENSDARG00000102810	1527	55	16	21
ENSDARG00000100349	6062	332	322	520
ENSDARG00000101037	1475	130	76	108
ENSDARG00000102948	3405	4	0	4
ENSDARG00000099292	1572	0	0	0
ENSDARG00000104436	1752	0	0	2
ENSDARG00000103193	6076	2	0	0
ENSDARG00000104022	5156	0	0	0
ENSDARG00000104603	91	0	0	0
ENSDARG00000109048	966	0	0	0
ENSDARG00000097880	861	0	0	0
ENSDARG00000097129	954	0	0	0
ENSDARG00000078141	2777	0	0	0
ENSDARG00000097472	1093	0	0	0
ENSDARG00000052648	1269	0	0	0
ENSDARG00000109060	117	0	0	0
ENSDARG00000059616	1149	0	0	2
ENSDARG00000074017	3939	56	15	18
ENSDARG00000015722	2035	15	42	58
ENSDARG00000062304	5149	6	4	8
ENSDARG00000078649	762	0	0	0
ENSDARG00000069961	2407	4	10	16
ENSDARG00000052649	2228	130	98	182
ENSDARG00000079264	4180	2	0	0
ENSDARG00000097197	3164	0	0	0
ENSDARG00000085526	110	0	0	0
ENSDARG00000059610	3695	8	2	2
ENSDARG00000074661	2636	0	0	0
ENSDARG00000020504	809	623	2570	4747
ENSDARG00000037838	7454	18	97	207
ENSDARG00000097600	695	0	0	0
ENSDARG00000109098	1282	0	0	0
ENSDARG00000037836	3081	0	0	0
ENSDARG00000052642	2075	0	0	0
ENSDARG00000095080	1230	0	0	0
ENSDARG00000076867	5718	87	82	159
ENSDARG00000020363	980	46	26	56
ENSDARG00000037835	690	16	18	29
ENSDARG00000076118	1996	68	10	50
ENSDARG00000078180	1410	0	0	0
ENSDARG00000078824	1232	0	0	0
ENSDARG00000091579	1360	0	0	0
ENSDARG00000020326	4696	52	10	8
ENSDARG00000052617	4440	1635	299	426
ENSDARG00000032344	5068	2	0	0
ENSDARG00000090120	1128	0	0	0
ENSDARG00000096931	514	0	0	0
ENSDARG00000004470	2309	278	132	212
ENSDARG00000014420	4622	0	2	2
ENSDARG00000097890	1253	0	0	0
ENSDARG00000038768	1287	50	22	44
ENSDARG00000038770	1265	0	0	0
ENSDARG00000020960	3056	68	44	170
ENSDARG00000042357	1729	0	0	2
ENSDARG00000052215	2055	2	0	2
ENSDARG00000086228	2415	0	0	0
ENSDARG00000059491	936	0	0	0
ENSDARG00000077698	1511	16	4	8
ENSDARG00000052222	2075	0	8	22
ENSDARG00000078953	5487	121	72	128
ENSDARG00000059498	1811	2	0	3
ENSDARG00000074443	2706	0	4	0
ENSDARG00000052223	1131	2	0	0
ENSDARG00000097769	803	0	0	0
ENSDARG00000086204	711	0	0	0
ENSDARG00000097976	650	0	0	0
ENSDARG00000105223	1227	8	0	1
ENSDARG00000101457	2123	20	21	27
ENSDARG00000108224	756	0	0	0
ENSDARG00000102161	6366	0	0	0
ENSDARG00000043105	1460	168	60	102
ENSDARG00000069937	3564	118	62	102
ENSDARG00000097178	643	0	0	0
ENSDARG00000081869	98	0	0	0
ENSDARG00000031325	1370	66	56	116
ENSDARG00000076274	1033	0	1	0
ENSDARG00000079550	632	0	2	0
ENSDARG00000069940	2717	6	0	0
ENSDARG00000097834	2257	0	0	0
ENSDARG00000106385	199	0	0	0
ENSDARG00000107930	116	0	0	0
ENSDARG00000089292	6340	0	0	4
ENSDARG00000097006	1711	0	6	9
ENSDARG00000080933	118	0	0	0
ENSDARG00000010727	2791	49	30	36
ENSDARG00000097451	809	0	0	0
ENSDARG00000062799	2987	73	80	182
ENSDARG00000078222	6034	0	0	0
ENSDARG00000081891	77	0	0	0
ENSDARG00000099792	670	0	0	0
ENSDARG00000070979	1162	10	4	2
ENSDARG00000074362	4374	0	0	0
ENSDARG00000056062	2009	0	0	0
ENSDARG00000106507	1588	0	0	0
ENSDARG00000096946	1399	0	0	0
ENSDARG00000107101	209	0	0	0
ENSDARG00000097960	704	0	0	0
ENSDARG00000107830	307	0	0	0
ENSDARG00000097993	778	0	0	0
ENSDARG00000026313	617	0	0	0
ENSDARG00000097680	3666	0	0	0
ENSDARG00000097138	353	0	0	0
ENSDARG00000078602	1335	0	0	1
ENSDARG00000006240	2906	262	184	386
ENSDARG00000003970	1551	0	1	0
ENSDARG00000082480	118	0	0	0
ENSDARG00000089883	1249	0	0	2
ENSDARG00000002872	2503	84	18	24
ENSDARG00000090871	1664	2	2	3
ENSDARG00000089951	1585	36	6	8
ENSDARG00000021233	1948	42	0	22
ENSDARG00000073974	2422	2	0	4
ENSDARG00000077249	4613	0	0	0
ENSDARG00000077915	1356	0	0	0
ENSDARG00000108067	95	0	0	0
ENSDARG00000091754	1302	8	0	2
ENSDARG00000029931	4083	122	98	202
ENSDARG00000089922	1483	139	115	258
ENSDARG00000052150	4379	484	702	1179
ENSDARG00000042338	1471	10	20	34
ENSDARG00000078364	1107	0	0	0
ENSDARG00000078904	6686	863	435	887
ENSDARG00000098017	614	16	5	10
ENSDARG00000007603	2529	32	14	16
ENSDARG00000007092	2903	84	89	226
ENSDARG00000059475	6471	196	32	51
ENSDARG00000039116	2163	0	0	0
ENSDARG00000016213	2270	0	0	0
ENSDARG00000075015	1332	0	0	0
ENSDARG00000052176	4005	0	0	0
ENSDARG00000052139	7921	0	22	48
ENSDARG00000107191	650	0	0	0
ENSDARG00000028048	1789	0	0	2
ENSDARG00000082126	119	0	0	0
ENSDARG00000098294	6759	14	22	46
ENSDARG00000109139	131	0	0	0
ENSDARG00000077847	3275	28	16	20
ENSDARG00000108978	117	0	0	0
ENSDARG00000005679	3272	188	30	40
ENSDARG00000079808	5535	0	0	0
ENSDARG00000020265	2296	0	0	0
ENSDARG00000022232	1872	260	148	201
ENSDARG00000014929	1178	0	2	0
ENSDARG00000016889	1076	50	90	187
ENSDARG00000030756	5031	1970	278	626
ENSDARG00000036548	2370	10	16	32
ENSDARG00000076144	4506	4	1	5
ENSDARG00000094952	1212	0	1	0
ENSDARG00000095312	1051	0	0	2
ENSDARG00000098327	4736	17	4	4
ENSDARG00000020976	3734	38	24	42
ENSDARG00000004796	5572	110	72	116
ENSDARG00000079802	1446	0	0	2
ENSDARG00000036541	3770	120	22	68
ENSDARG00000069729	1685	0	1	8
ENSDARG00000010918	2958	30	20	27
ENSDARG00000069734	650	0	0	2
ENSDARG00000069735	564	0	0	3
ENSDARG00000097238	617	0	0	0
ENSDARG00000097011	903	0	0	0
ENSDARG00000089087	843	0	0	0
ENSDARG00000079078	657	0	0	0
ENSDARG00000089963	1262	0	0	0
ENSDARG00000088330	1521	0	0	0
ENSDARG00000089475	728	0	0	0
ENSDARG00000090689	1546	0	0	0
ENSDARG00000089124	1889	0	0	0
ENSDARG00000087390	582	0	0	0
ENSDARG00000079305	975	0	0	0
ENSDARG00000018393	4249	2	0	0
ENSDARG00000035706	7448	168	92	156
ENSDARG00000097571	1007	0	0	0
ENSDARG00000107630	116	0	0	0
ENSDARG00000018109	592	0	0	0
ENSDARG00000013997	6417	118	78	152
ENSDARG00000097737	777	0	4	0
